01/01/2023;Date;Jours jul;Temp;Salinity;Conductivity;O2 (mL/L);O2 (%);pH
;2023-12-25 11:19:21;359,471771;28,5195;35,2017;5,706933;2,361;52,894;7,892
;2023-12-25 12:19:21;359,513438;28,5583;35,2688;5,720729;2,4943;55,934;7,925
;2023-12-25 13:19:21;359,555104;28,5533;35,3317;5,729246;2,6533;59,516;7,955
;2023-12-25 14:19:21;359,596771;28,5676;35,3188;5,72892;2,7954;62,716;7,942
;2023-12-25 15:19:21;359,638438;28,4531;35,2893;5,712418;2,8034;62,767;7,933
;2023-12-25 16:19:21;359,680104;28,3735;34,8755;5,644527;2,8743;64,123;7,938
;2023-12-25 17:19:21;359,721771;28,3351;34,3967;5,571648;2,8392;63,131;7,931
;2023-12-25 18:19:21;359,763438;28,5982;34,5451;5,62062;2,8207;63,04;7,952
;2023-12-25 19:19:21;359,805104;28,5059;34,6789;5,630217;2,9411;65,683;7,959
;2023-12-25 20:19:21;359,846771;28,4676;34,589;5,613232;2,9829;66,542;7,97
;2023-12-25 21:19:21;359,888438;28,5924;34,9083;5,672434;2,9755;66,63;7,962
;2023-12-25 22:19:21;359,930104;28,6286;35,0359;5,694679;2,9086;65,215;7,973
;2023-12-25 23:19:21;359,971771;28,5132;34,9415;5,668819;2,6183;58,567;7,957
;2023-12-26 00:19:21;360,013438;28,3757;34,8022;5,634227;2,7603;61,556;7,959
;2023-12-26 01:19:21;360,055104;28,323;34,7326;5,618671;2,7153;60,478;7,959
;2023-12-26 02:19:21;360,096771;28,3753;34,6314;5,609626;2,562;57,08;7,941
;2023-12-26 03:19:21;360,138438;28,4953;34,7196;5,634966;2,4634;55,018;7,94
;2023-12-26 04:19:21;360,180104;28,4332;34,8697;5,650007;2,5265;56,417;7,938
;2023-12-26 05:19:21;360,221771;28,5217;34,8772;5,66046;2,2948;51,318;7,931
;2023-12-26 06:19:21;360,263438;28,4442;34,9003;5,655569;2,2949;51,262;7,927
;2023-12-26 07:19:21;360,305104;28,4636;35,065;5,681317;2,3092;51,647;7,924
;2023-12-26 08:19:21;360,346771;28,4042;35,0798;5,677122;2,246;50,189;7,919
;2023-12-26 09:19:21;360,388438;28,4607;35,1559;5,694072;2,2927;51,301;7,929
;2023-12-26 10:19:21;360,430104;28,5434;35,2407;5,715091;2,2387;50,183;7,938
;2023-12-26 11:19:21;360,471771;28,5943;35,2783;5,725947;2,3256;52,186;7,965
;2023-12-26 12:19:21;360,513438;28,6717;35,3251;5,740971;2,4676;55,456;7,981
;2023-12-26 13:19:21;360,555104;28,7224;35,4653;5,766632;2,5825;58,131;8
;2023-12-26 14:19:21;360,596771;28,883;35,4887;5,787296;2,8821;65,053;8,03
;2023-12-26 15:19:21;360,638438;29,0501;35,5179;5,809526;3,2833;74,319;8,058
;2023-12-26 16:19:21;360,680104;29,2066;35,5244;5,82735;3,4033;77,233;8,079
;2023-12-26 17:19:21;360,721771;29,2407;35,5258;5,831241;3,4855;79,144;8,09
;2023-12-26 18:19:21;360,763438;29,1793;35,5062;5,821763;3,4196;77,562;8,075
;2023-12-26 19:19:21;360,805104;29,1383;35,5145;5,818547;3,1115;70,53;8,075
;2023-12-26 20:19:21;360,846771;29,0659;35,5189;5,811373;3,1203;70,648;8,063
;2023-12-26 21:19:21;360,888438;28,9443;35,5493;5,802669;3,0622;69,209;8,047
;2023-12-26 22:19:21;360,930104;28,8515;35,5399;5,791296;2,8709;64,786;8,033
;2023-12-26 23:19:21;360,971771;28,7219;35,5378;5,777029;2,759;62,129;8,017
;2023-12-27 00:19:21;361,013438;28,6403;35,5488;5,769814;2,7174;61,115;8,003
;2023-12-27 01:19:21;361,055104;28,6638;35,5132;5,767215;2,6835;60,364;7,992
;2023-12-27 02:19:21;361,096771;28,6511;35,4727;5,76002;2,6658;59,938;7,986
;2023-12-27 03:19:21;361,138438;28,7132;35,5161;5,772962;2,6028;58,596;7,986
;2023-12-27 04:19:21;361,180104;28,7161;35,4962;5,770403;2,6672;60,042;7,983
;2023-12-27 05:19:21;361,221771;28,7334;35,4886;5,771168;2,6006;58,556;7,984
;2023-12-27 06:19:21;361,263438;28,6942;35,5019;5,768865;2,5533;57,459;7,971
;2023-12-27 07:19:21;361,305104;28,713;35,4837;5,768274;2,5339;57,034;7,98
;2023-12-27 08:19:21;361,346771;28,6536;35,468;5,759622;2,3883;53,7;7,971
;2023-12-27 09:19:21;361,388438;28,6799;35,4747;5,763414;2,3782;53,499;7,975
;2023-12-27 10:19:21;361,430104;28,6716;35,4614;5,760601;2,3892;53,734;7,981
;2023-12-27 11:19:21;361,471771;28,6692;35,4548;5,759399;2,491;56,019;7,988
;2023-12-27 12:19:21;361,513438;28,7042;35,453;5,762903;2,4507;55,143;8,001
;2023-12-27 13:19:21;361,555104;28,7341;35,4345;5,763453;2,6455;59,549;8,021
;2023-12-27 14:19:21;361,596771;28,8216;35,4195;5,770688;2,7472;61,923;8,042
;2023-12-27 15:19:21;361,638438;28,958;35,4269;5,786416;2,8794;65,047;8,058
;2023-12-27 16:19:21;361,680104;29,0813;35,4162;5,798136;2,9377;66,492;8,068
;2023-12-27 17:19:21;361,721771;29,0206;35,3652;5,784212;2,8343;64,072;8,061
;2023-12-27 18:19:21;361,763438;28,9556;35,2877;5,766006;2,7779;62,703;8,068
;2023-12-27 19:19:21;361,805104;29,0191;35,2842;5,772295;2,8681;64,805;8,068
;2023-12-27 20:19:21;361,846771;28,9898;35,3221;5,774648;2,7619;62,389;8,064
;2023-12-27 21:19:21;361,888438;28,972;35,3532;5,77724;2,7137;61,294;8,06
;2023-12-27 22:19:21;361,930104;28,8757;35,327;5,763123;2,5462;57,412;8,043
;2023-12-27 23:19:21;361,971771;28,8321;35,3257;5,758265;2,4267;54,679;8,031
;2023-12-28 00:19:21;362,013438;28,7535;35,3973;5,760162;2,3262;52,368;8,018
;2023-12-28 01:19:21;362,055104;28,7076;35,4264;5,759438;2,2643;50,944;8,009
;2023-12-28 02:19:21;362,096771;28,6845;35,4224;5,756372;2,2565;50,75;8,006
;2023-12-28 03:19:21;362,138438;28,666;35,3992;5,751045;2,2227;49,969;8,003
;2023-12-28 04:19:21;362,180104;28,6665;35,4165;5,753577;2,1851;49,128;8
;2023-12-28 05:19:21;362,221771;28,6417;35,4387;5,754111;2,1785;48,967;7,992
;2023-12-28 06:19:21;362,263438;28,622;35,4278;5,750433;2,1559;48,44;7,995
;2023-12-28 07:19:21;362,305104;28,5899;35,4302;5,747338;2,1438;48,143;7,989
;2023-12-28 08:19:21;362,346771;28,5653;35,4466;5,747044;2,0696;46,463;7,98
;2023-12-28 09:19:21;362,388438;28,5577;35,4234;5,742898;2,0351;45,676;7,985
;2023-12-28 10:19:21;362,430104;28,5271;35,4083;5,737443;2,0484;45,948;7,976
;2023-12-28 11:19:21;362,471771;28,5657;35,4223;5,74359;2,1213;47,618;7,99
;2023-12-28 12:19:21;362,513438;28,6119;35,4075;5,746422;2,278;51,169;8,006
;2023-12-28 13:19:21;362,555104;28,6996;35,4195;5,757574;2,3511;52,889;8,035
;2023-12-28 14:19:21;362,596771;28,8979;35,4193;5,778853;2,5101;56,649;8,058
;2023-12-28 15:19:21;362,638438;29,0008;35,4313;5,791668;2,5909;58,573;8,079
;2023-12-28 16:19:21;362,680104;29,12;35,4223;5,803186;2,556;57,892;8,1
;2023-12-28 17:19:21;362,721771;29,2117;35,5752;5,835286;3,6781;83,501;8,084
;2023-12-28 18:19:21;362,763438;29,1894;35,5586;5,830465;3,567;80,942;8,095
;2023-12-28 19:19:21;362,805104;29,0576;35,5658;5,817284;3,6494;82,639;8,072
;2023-12-28 20:19:21;362,846771;28,9562;35,5693;5,806841;3,2679;73,88;8,072
;2023-12-28 21:19:21;362,888438;28,8476;35,5729;5,79564;3,3902;76,513;8,066
;2023-12-28 22:19:21;362,930104;28,6658;35,5885;5,778275;3,0166;67,886;8,043
;2023-12-28 23:19:21;362,971771;28,5545;35,5945;5,767146;2,8542;64,119;8,025
;2023-12-29 00:19:21;363,013438;28,4547;35,6115;5,758821;2,9425;66,001;8,018
;2023-12-29 01:19:21;363,055104;28,377;35,6247;5,752333;2,8669;64,228;8,014
;2023-12-29 02:19:21;363,096771;28,3021;35,6231;5,744033;2,7897;62,424;8,012
;2023-12-29 03:19:21;363,138438;28,3016;35,6313;5,745155;2,9459;65,92;8,017
;2023-12-29 04:19:21;363,180104;28,2955;35,6277;5,743977;2,7595;61,742;8,017
;2023-12-29 05:19:21;363,221771;28,2651;35,5998;5,736724;2,7715;61,97;8,004
;2023-12-29 06:19:21;363,263438;28,2784;35,6041;5,738759;2,7016;60,422;8,008
;2023-12-29 07:19:21;363,305104;28,2116;35,6168;5,733385;2,6167;58,463;8
;2023-12-29 08:19:21;363,346771;28,1084;35,6233;5,7232;2,5755;57,447;7,987
;2023-12-29 09:19:21;363,388438;28,1569;35,5883;5,723429;2,5754;57,481;7,99
;2023-12-29 10:19:21;363,430104;28,1822;35,5802;5,72501;2,4667;55,074;7,992
;2023-12-29 11:19:21;363,471771;28,2246;35,5503;5,725303;2,4912;55,65;7,998
;2023-12-29 12:19:21;363,513438;28,3606;35,5571;5,740897;2,7579;61,747;8,028
;2023-12-29 13:19:21;363,555104;28,5023;35,5618;5,756813;3,0284;67,962;8,066
;2023-12-29 14:19:21;363,596771;28,5802;35,567;5,765958;3,0888;69,407;8,079
;2023-12-29 15:19:21;363,638438;28,702;35,5461;5,776073;3,1225;70,295;8,08
;2023-12-29 16:19:21;363,680104;28,6845;35,5325;5,772229;3,1609;71,135;8,073
;2023-12-29 17:19:21;363,721771;28,6288;35,4219;5,750322;3,0201;67,861;8,08
;2023-12-29 18:19:21;363,763438;28,6137;35,3498;5,738316;3,0578;68,664;8,078
;2023-12-29 19:19:21;363,805104;28,5841;35,3357;5,733124;2,9163;65,45;8,072
;2023-12-29 20:19:21;363,846771;28,5623;35,5325;5,759074;4,6259;103,897;8,065
;2023-12-29 21:19:21;363,888438;28,5558;35,5806;5,765281;3,5136;78,926;8,047
;2023-12-29 22:19:21;363,930104;28,5323;35,5939;5,76466;3,4205;76,813;8,039
;2023-12-29 23:19:21;363,971771;28,4645;35,5484;5,750834;3,2071;71,922;8,023
;2023-12-30 00:19:21;364,013438;28,4508;35,511;5,74399;3,0958;69,396;8,022
;2023-12-30 01:19:21;364,055104;28,4339;35,5778;5,751742;2,9653;66,478;8,018
;2023-12-30 02:19:21;364,096771;28,4005;35,53;5,741302;3,0716;68,804;8,008
;2023-12-30 03:19:21;364,138438;28,3917;35,4368;5,727;3,2157;71,984;8,019
;2023-12-30 04:19:21;364,180104;28,4332;35,494;5,739663;3,3502;75,07;8,028
;2023-12-30 05:19:21;364,221771;28,3969;35,4276;5,726237;3,2879;73,604;8,021
;2023-12-30 06:19:21;364,263438;28,3628;35,4124;5,720407;3,0878;69,08;8,015
;2023-12-30 07:19:21;364,305104;28,2797;35,3327;5,700085;2,9914;66,803;8,005
;2023-12-30 08:19:21;364,346771;28,2028;35,3457;5,69372;2,9788;66,444;7,998
;2023-12-30 09:19:21;364,388438;28,203;35,3694;5,697137;3,0072;67,087;7,999
;2023-12-30 10:19:21;364,430104;28,2623;35,3984;5,70762;2,9477;65,833;8,004
;2023-12-30 11:19:21;364,471771;28,2439;35,367;5,701164;2,9748;66,408;8,004
;2023-12-30 12:19:21;364,513438;28,3501;35,4487;5,724244;3,0374;67,953;8,026
;2023-12-30 13:19:21;364,555104;28,3917;35,476;5,732619;3,1056;69,535;8,03
;2023-12-30 14:19:21;364,596771;28,3098;35,3053;5,699402;3,1563;70,509;8,028
;2023-12-30 15:19:21;364,638438;28,2592;35,0861;5,6626;3,0177;67,276;8,029
;2023-12-30 16:19:21;364,680104;28,2314;35,0524;5,654822;3,1867;70,997;8,026
;2023-12-30 17:19:21;364,721771;28,2054;34,799;5,615781;3,0797;68,488;8,033
;2023-12-30 18:19:21;364,763438;28,2761;35,0041;5,652648;3,023;67,381;8,033
;2023-12-30 19:19:21;364,805104;28,2892;34,9897;5,651976;2,9816;66,467;8,042
;2023-12-30 20:19:21;364,846771;28,3349;35,1222;5,675833;2,9672;66,244;8,045
;2023-12-30 21:19:21;364,888438;28,2918;35,0221;5,656891;3,0058;67,023;8,041
;2023-12-30 22:19:21;364,930104;28,2731;35,0713;5,661959;2,8316;63,135;8,029
;2023-12-30 23:19:21;364,971771;28,2443;35,059;5,657145;2,6168;58,315;8,021
;2023-12-31 00:19:21;365,013438;28,2369;35,1084;5,663422;2,7174;60,566;8,016
;2023-12-31 01:19:21;365,055104;28,258;35,1296;5,668713;2,6633;59,389;8,015
;2023-12-31 02:19:21;365,096771;28,2573;35,202;5,678993;2,6965;60,152;8,017
;2023-12-31 03:19:21;365,138438;28,2524;35,1568;5,672005;2,7405;61,114;8,012
;2023-12-31 04:19:21;365,180104;28,2349;35,1711;5,672179;2,7342;60,961;8,017
;2023-12-31 05:19:21;365,221771;28,2126;35,2017;5,674189;2,5624;57,119;8,019
;2023-12-31 06:19:21;365,263438;28,1956;35,2234;5,67548;2,6849;59,841;8,016
;2023-12-31 07:19:21;365,305104;28,209;35,2125;5,675337;2,7173;60,572;8,012
;2023-12-31 08:19:21;365,346771;28,2145;35,2462;5,680752;2,505;55,855;8,008
;2023-12-31 09:19:21;365,388438;28,2199;35,2592;5,683191;2,5452;56,76;8,009
;2023-12-31 10:19:21;365,430104;28,2104;35,2527;5,681251;2,4569;54,78;8,004
;2023-12-31 11:19:21;365,471771;28,2651;35,2756;5,690367;2,4788;55,325;8,016
;2023-12-31 12:19:21;365,513438;28,3013;35,2936;5,69681;2,4744;55,265;8,042
;2023-12-31 13:19:21;365,555104;28,4508;35,2648;5,708664;2,6677;59,719;8,065
;2023-12-31 14:19:21;365,596771;28,7246;35,2852;5,740891;2,9395;66,102;8,098
;2023-12-31 15:19:21;365,638438;29,0453;35,3207;5,780406;3,2125;72,632;8,138
;2023-12-31 16:19:21;365,680104;29,1215;35,2715;5,781425;3,2612;73,804;8,12
;2023-12-31 17:19:21;365,721771;28,9983;35,3061;5,773252;3,1131;70,325;8,123
;2023-12-31 18:19:21;365,763438;28,825;35,3649;5,763156;3,074;69,271;8,107
;2023-12-31 19:19:21;365,805104;28,7625;35,2835;5,744709;2,9422;66,203;8,099
;2023-12-31 20:19:21;365,846771;28,6536;35,2538;5,728767;2,7696;62,199;8,095
;2023-12-31 21:19:21;365,888438;28,6409;35,2512;5,727027;2,6714;59,982;8,077
;2023-12-31 22:19:21;365,930104;28,5656;35,2509;5,718926;2,5469;57,116;8,059
;2023-12-31 23:19:21;365,971771;28,5251;35,2556;5,715274;2,4086;53,981;8,049
;2024-01-01 00:19:21;366,013438;28,4742;35,2532;5,709497;2,3165;51,872;8,041
;2024-01-01 01:19:21;366,055104;28,4296;35,2376;5,702493;2,2606;50,579;8,032
;2024-01-01 02:19:21;366,096771;28,3868;35,2527;5,700083;2,2063;49,334;8,014
;2024-01-01 03:19:21;366,138438;28,347;35,2849;5,700448;2,2268;49,771;8,004
;2024-01-01 04:19:21;366,180104;28,3475;35,2881;5,700948;2,3711;52,995;8,004
;2024-01-01 05:19:21;366,221771;28,2612;35,3178;5,695978;2,2819;50,939;8,003
;2024-01-01 06:19:21;366,263438;28,2103;35,2508;5,680966;2,4005;53,523;8,011
;2024-01-01 07:19:21;366,305104;28,1589;35,3445;5,688863;2,4473;54,549;8,018
;2024-01-01 08:19:21;366,346771;28,0782;35,2884;5,672221;2,3978;53,359;8,011
;2024-01-01 09:19:21;366,388438;27,9423;35,2683;5,654867;2,3599;52,392;8,01
;2024-01-01 10:19:21;366,430104;27,8255;35,1179;5,621052;2,3636;52,331;8,005
;2024-01-01 11:19:21;366,471771;27,7155;34,7667;5,559542;2,3468;51,764;8,002
;2024-01-01 12:19:21;366,513438;27,7823;34,9132;5,587394;2,3576;52,1;8,004
;2024-01-01 13:19:21;366,555104;27,8398;35,101;5,620169;2,535;56,132;8,031
;2024-01-01 14:19:21;366,596771;27,978;35,2471;5,655649;2,817;62,569;8,078
;2024-01-01 15:19:21;366,638438;28,1227;35,3717;5,688864;3,0125;67,118;8,092
;2024-01-01 16:19:21;366,680104;28,2065;35,2177;5,675836;3,0999;69,099;8,095
;2024-01-01 17:19:21;366,721771;28,0405;35,1863;5,653648;2,9317;65,161;8,081
;2024-01-01 18:19:21;366,763438;28,0897;35,2377;5,666217;2,93;65,196;8,096
;2024-01-01 19:19:21;366,805104;28,1042;35,1972;5,662002;2,9505;65,653;8,094
;2024-01-01 20:19:21;366,846771;28,0926;35,2407;5,666968;2,8992;64,514;8,087
;2024-01-01 21:19:21;366,888438;28,1166;35,171;5,659574;2,8812;64,114;8,08
;2024-01-01 22:19:21;366,930104;28,0688;35,1337;5,64916;2,6097;58,015;8,064
;2024-01-01 23:19:21;366,971771;28,0365;35,2418;5,661141;2,4631;54,76;8,045
;2024-01-02 00:19:21;367,013438;28,0214;35,2484;5,660469;2,4124;53,621;8,04
;2024-01-02 01:19:21;367,055104;28,0136;35,252;5,660145;2,3425;52,063;8,031
;2024-01-02 02:19:21;367,096771;27,9967;35,2722;5,661213;2,2229;49,397;8,018
;2024-01-02 03:19:21;367,138438;27,9971;35,2513;5,658288;2,3396;51,984;8,022
;2024-01-02 04:19:21;367,180104;28,0116;35,2339;5,657363;2,3703;52,673;8,024
;2024-01-02 05:19:21;367,221771;28,0178;35,2258;5,656857;2,3456;52,127;8,03
;2024-01-02 06:19:21;367,263438;28,0232;35,2428;5,659861;2,4156;53,692;8,033
;2024-01-02 07:19:21;367,305104;28,0196;35,2465;5,660003;2,3928;53,184;8,033
;2024-01-02 08:19:21;367,346771;28,0106;35,2457;5,658928;2,3245;51,657;8,028
;2024-01-02 09:19:21;367,388438;27,9951;35,2626;5,659679;2,2441;49,863;8,026
;2024-01-02 10:19:21;367,430104;27,9476;35,2794;5,657008;2,2021;48,897;8,02
;2024-01-02 11:19:21;367,471771;27,9604;35,1479;5,639664;2,2821;50,646;8,027
;2024-01-02 12:19:21;367,513438;27,9472;35,2071;5,646675;2,3155;51,394;8,039
;2024-01-02 13:19:21;367,555104;28,0311;35,1886;5,652977;2,4685;54,858;8,058
;2024-01-02 14:19:21;367,596771;28,2118;35,2068;5,674838;2,6701;59,521;8,099
;2024-01-02 15:19:21;367,638438;28,2411;35,262;5,685843;2,8127;62,748;8,135
;2024-01-02 16:19:21;367,680104;28,4112;35,2775;5,706245;2,8273;63,256;8,148
;2024-01-02 17:19:21;367,721771;28,4162;35,2965;5,709498;2,8605;64,009;8,134
;2024-01-02 18:19:21;367,763438;28,5023;35,26;5,713465;2,8995;64,959;8,144
;2024-01-02 19:19:21;367,805104;28,537;35,2859;5,720912;2,8424;63,725;8,136
;2024-01-02 20:19:21;367,846771;28,4429;35,3042;5,713466;2,6743;59,871;8,116
;2024-01-02 21:19:21;367,888438;28,2239;35,4077;5,704844;2,5856;57,714;8,106
;2024-01-02 22:19:21;367,930104;28,0346;35,3867;5,681579;2,4697;54,949;8,088
;2024-01-02 23:19:21;367,971771;28,1097;35,3027;5,677634;2,3095;51,424;8,069
;2024-01-03 00:19:21;368,013438;27,943;35,3441;5,665721;2,2339;49,617;8,061
;2024-01-03 01:19:21;368,055104;27,9495;35,3445;5,666472;2,1786;48,395;8,051
;2024-01-03 02:19:21;368,096771;27,9317;35,3684;5,667968;2,1717;48,232;8,042
;2024-01-03 03:19:21;368,138438;28,085;35,2946;5,673836;2,2088;49,159;8,04
;2024-01-03 04:19:21;368,180104;28,123;35,2686;5,674191;2,2599;50,32;8,046
;2024-01-03 05:19:21;368,221771;28,0886;35,2688;5,670544;2,2685;50,485;8,041
;2024-01-03 06:19:21;368,263438;28,0544;35,2849;5,669184;2,3186;51,575;8,05
;2024-01-03 07:19:21;368,305104;27,9995;35,3037;5,666005;2,2734;50,529;8,044
;2024-01-03 08:19:21;368,346771;27,9571;35,3222;5,664108;2,2121;49,137;8,042
;2024-01-03 09:19:21;368,388438;27,9124;35,3158;5,658432;2,208;49,009;8,033
;2024-01-03 10:19:21;368,430104;27,8986;35,3304;5,659025;2,228;49,446;8,048
;2024-01-03 11:19:21;368,471771;27,9971;35,612;5,709609;3,194;71,109;8,061
;2024-01-03 12:19:21;368,513438;28,1655;35,6083;5,727219;3,2408;72,351;8,094
;2024-01-03 13:19:21;368,555104;28,4033;35,6048;5,752332;3,5642;79,877;8,123
;2024-01-03 14:19:21;368,596771;28,6241;35,598;5,775157;3,5415;79,65;8,153
;2024-01-03 15:19:21;368,638438;28,7617;35,6022;5,790603;3,5727;80,533;8,171
;2024-01-03 16:19:21;368,680104;28,9497;35,5762;5,807137;3,7673;85,166;8,165
;2024-01-03 17:19:21;368,721771;29,0781;35,5866;5,822501;3,77;85,408;8,17
;2024-01-03 18:19:21;368,763438;28,9814;35,5824;5,811454;3,7318;84,41;8,152
;2024-01-03 19:19:21;368,805104;28,8536;35,5867;5,798292;3,5494;80,12;8,144
;2024-01-03 20:19:21;368,846771;28,7868;35,5826;5,790483;3,5972;81,108;8,128
;2024-01-03 21:19:21;368,888438;28,7822;35,5732;5,788623;3,5025;78,963;8,118
;2024-01-03 22:19:21;368,930104;28,5867;35,5615;5,76587;3,3119;74,427;8,098
;2024-01-03 23:19:21;368,971771;28,4569;35,5615;5,751893;2,9516;66,189;8,078
;2024-01-04 00:19:21;369,013438;28,3075;35,5747;5,737701;2,7708;61,989;8,067
;2024-01-04 01:19:21;369,055104;28,2316;35,5603;5,727472;2,753;61,509;8,057
;2024-01-04 02:19:21;369,096771;28,1527;35,5837;5,722333;2,4392;54,436;8,047
;2024-01-04 03:19:21;369,138438;28,1027;35,585;5,717124;2,6332;58,718;8,031
;2024-01-04 04:19:21;369,180104;28,0255;35,593;5,709974;2,6236;58,432;8,028
;2024-01-04 05:19:21;369,221771;27,9613;35,5949;5,703334;2,7328;60,802;8,033
;2024-01-04 06:19:21;369,263438;27,8977;35,6238;5,700599;2,8335;62,986;8,042
;2024-01-04 07:19:21;369,305104;27,8592;35,6141;5,69509;2,7506;61,101;8,032
;2024-01-04 08:19:21;369,346771;27,8575;35,6104;5,694369;2,7545;61,186;8,034
;2024-01-04 09:19:21;369,388438;27,8967;35,5967;5,696635;2,6786;59,532;8,033
;2024-01-04 10:19:21;369,430104;27,6466;35,6674;5,679757;2,9083;64,399;8,037
;2024-01-04 11:19:21;369,471771;27,3992;35,7534;5,665265;2,8613;63,132;8,055
;2024-01-04 12:19:21;369,513438;27,2982;35,8195;5,663653;3,0695;67,638;8,08
;2024-01-04 13:19:21;369,555104;27,4207;35,8325;5,678684;3,328;73,488;8,118
;2024-01-04 14:19:21;369,596771;27,6421;35,843;5,704062;3,4198;75,794;8,164
;2024-01-04 15:19:21;369,638438;27,8039;35,8662;5,724834;3,6052;80,126;8,138
;2024-01-04 16:19:21;369,680104;28,0851;35,83;5,750109;3,6234;80,884;8,182
;2024-01-04 17:19:21;369,721771;28,3202;35,7778;5,768106;3,5314;79,112;8,172
;2024-01-04 18:19:21;369,763438;28,4316;35,7363;5,774211;3,5007;78,548;8,159
;2024-01-04 19:19:21;369,805104;28,5709;35,648;5,776593;3,5081;78,854;8,152
;2024-01-04 20:19:21;369,846771;28,5017;35,6308;5,766668;3,2927;73,921;8,139
;2024-01-04 21:19:21;369,888438;28,4525;35,631;5,761386;3,2426;72,738;8,115
;2024-01-04 22:19:21;369,930104;28,3362;35,6306;5,748783;3,0856;69,086;8,091
;2024-01-04 23:19:21;369,971771;28,3484;35,591;5,74443;2,9359;65,732;8,086
;2024-01-05 00:19:21;370,013438;28,3142;35,5664;5,737232;2,7899;62,42;8,074
;2024-01-05 01:19:21;370,055104;28,3047;35,5457;5,733241;2,694;60,258;8,063
;2024-01-05 02:19:21;370,096771;28,2904;35,5188;5,727868;2,5999;58,13;8,048
;2024-01-05 03:19:21;370,138438;28,2623;35,5116;5,723816;2,5985;58,071;8,047
;2024-01-05 04:19:21;370,180104;28,2197;35,5016;5,717805;2,4674;55,1;8,037
;2024-01-05 05:19:21;370,221771;28,2081;35,45;5,709193;2,5466;56,84;8,045
;2024-01-05 06:19:21;370,263438;28,2264;35,4558;5,711986;2,5625;57,215;8,047
;2024-01-05 07:19:21;370,305104;28,232;35,4865;5,716979;2,59;57,844;8,054
;2024-01-05 08:19:21;370,346771;28,1588;35,4768;5,707733;2,5201;56,212;8,048
;2024-01-05 09:19:21;370,388438;28,1075;35,4893;5,704014;2,4489;54,584;8,034
;2024-01-05 10:19:21;370,430104;28,1092;35,4861;5,703728;2,4494;54,593;8,046
;2024-01-05 11:19:21;370,471771;28,1727;35,4841;5,710257;2,5393;56,657;8,067
;2024-01-05 12:19:21;370,513438;28,3934;35,5064;5,737159;2,8136;63,01;8,114
;2024-01-05 13:19:21;370,555104;28,5636;35,5084;5,755753;2,9014;65,157;8,16
;2024-01-05 14:19:21;370,596771;28,8255;35,5116;5,784399;3,1809;71,739;8,179
;2024-01-05 15:19:21;370,638438;28,9874;35,5142;5,802229;3,2424;73,318;8,204
;2024-01-05 16:19:21;370,680104;29,1741;35,5077;5,821427;3,2778;74,34;8,189
;2024-01-05 17:19:21;370,721771;29,2038;35,5252;5,827165;3,3267;75,493;8,2
;2024-01-05 18:19:21;370,763438;29,2369;35,5353;5,83221;3,2559;73,928;8,195
;2024-01-05 19:19:21;370,805104;29,0736;35,5501;5,816732;3,1959;72,382;8,188
;2024-01-05 20:19:21;370,846771;28,9249;35,5687;5,803373;3,1376;70,898;8,163
;2024-01-05 21:19:21;370,888438;28,7457;35,5745;5,784872;2,9951;67,486;8,137
;2024-01-05 22:19:21;370,930104;28,7245;35,5428;5,778018;2,8936;65,163;8,122
;2024-01-05 23:19:21;370,971771;28,6068;35,5317;5,76375;2,6867;60,385;8,104
;2024-01-06 00:19:21;371,013438;28,2627;35,5531;5,729792;2,5748;57,556;8,077
;2024-01-06 01:19:21;371,055104;28,1229;35,5681;5,716901;2,4332;54,27;8,068
;2024-01-06 02:19:21;371,096771;28,0362;35,5809;5,709394;2,3574;52,509;8,049
;2024-01-06 03:19:21;371,138438;28,0632;35,5618;5,709576;2,3945;53,352;8,05
;2024-01-06 04:19:21;371,180104;28,0117;35,5674;5,704848;2,3554;52,439;8,045
;2024-01-06 05:19:21;371,221771;28,0402;35,5584;5,706617;2,3624;52,618;8,05
;2024-01-06 06:19:21;371,263438;28,0583;35,5462;5,706831;2,3844;53,119;8,049
;2024-01-06 07:19:21;371,305104;28,0238;35,52;5,699408;2,3681;52,719;8,034
;2024-01-06 08:19:21;371,346771;28,0254;35,5239;5,700129;2,4685;54,957;8,04
;2024-01-06 09:19:21;371,388438;28,0307;35,5384;5,702754;2,3695;52,762;8,037
;2024-01-06 10:19:21;371,430104;28,0447;35,5261;5,7025;2,4049;53,558;8,045
;2024-01-06 11:19:21;371,471771;28,1324;35,518;5,710765;2,5372;56,583;8,06
;2024-01-06 12:19:21;371,513438;28,1817;35,5061;5,714376;2,6022;58,074;8,076
;2024-01-06 13:19:21;371,555104;28,3929;35,4971;5,735775;2,7673;61,97;8,113
;2024-01-06 14:19:21;371,596771;28,6068;35,4875;5,757393;2,9093;65,372;8,142
;2024-01-06 15:19:21;371,638438;28,8298;35,4839;5,780864;3,0465;68,702;8,162
;2024-01-06 16:19:21;371,680104;29,1493;35,4875;5,81581;3,1712;71,884;8,179
;2024-01-06 17:19:21;371,721771;29,3372;35,4789;5,834827;3,1145;70,811;8,19
;2024-01-06 18:19:21;371,763438;29,4864;35,4711;5,849781;3,2213;73,412;8,19
;2024-01-06 19:19:21;371,805104;29,275;35,4744;5,82746;3,0613;69,531;8,178
;2024-01-06 20:19:21;371,846771;29,2511;35,4723;5,824571;3,0093;68,322;8,154
