DateTime,salinite,conductivite,O2 (mL/L),ph,Fluorimetry (µg/L),turbidite
2021-09-05,33.1586,5.2271,0.6095,8.479,1.6254,9.7464
2021-09-05,33.1617,5.212699,0.3896,8.467,1.6017,10.0291
2021-09-05,33.1609,5.231287,0.6721,8.522,1.5445,8.6134
2021-09-05,33.1535,5.302693,1.088,8.545,1.4964,9.0918
2021-09-05,33.151,5.303488,1.0467,8.559,1.5575,9.3615
2021-09-05,33.1469,5.271177,0.7966,8.54,1.6093,9.7556
2021-09-05,33.1456,5.243336,0.6365,8.493,1.5079,9.2555
2021-09-06,33.1438,5.22868,0.5571,8.484,1.4308,9.2227
2021-09-06,33.1435,5.219824,0.5088,8.486,1.4163,8.9087
2021-09-06,33.1412,5.209051,0.4057,8.473,1.4209,9.1437
2021-09-06,33.1429,5.225318,0.58,8.515,1.2286,8.557
2021-09-06,33.1388,5.287757,0.9658,8.58,1.3263,9.767
2021-09-06,33.1394,5.289164,0.9447,8.574,1.3271,8.4567
2021-09-06,33.1379,5.281114,0.7732,8.556,1.4056,10.1283
2021-09-06,33.1354,5.25623,0.506,8.513,1.4423,11.3864
2021-09-07,33.1294,5.23947,0.5978,8.499,1.4339,12.0269
2021-09-07,33.1282,5.230066,0.6005,8.501,1.3721,10.5235
2021-09-07,33.1216,5.217871,0.5748,8.49,1.3599,10.4987
2021-09-07,33.1159,5.236334,0.8807,8.529,1.3713,11.0038
2021-09-07,33.1035,5.28472,1.0527,8.57,1.4529,11.0938
2021-09-07,33.083,5.279407,1.0951,8.564,1.5506,12.0784
2021-09-07,33.0793,5.255124,0.9594,8.546,1.498,11.9968
2021-09-07,33.0713,5.229108,0.8073,8.519,1.4316,11.7477
2021-09-08,33.064,5.22118,0.7808,8.516,1.3423,10.3953
2021-09-08,33.0098,5.213907,0.7073,8.515,1.4934,11.0633
2021-09-08,33.0127,5.209968,0.7747,8.505,1.3721,10.2526
2021-09-08,33.0283,5.229031,0.9453,8.555,1.4445,10.8901
2021-09-08,33.0257,5.270012,1.0896,8.581,1.4247,11.4654
2021-09-08,33.0195,5.276983,1.0672,8.58,1.5071,11.7496
2021-09-08,32.9918,5.241084,0.8341,8.541,1.4705,11.5104
2021-09-08,32.9578,5.218753,0.7187,8.528,1.385,10.5349
2021-09-09,32.9579,5.204293,0.6793,8.52,1.4079,10.6208
2021-09-09,32.9401,5.194922,0.6993,8.528,1.4262,10.5197
2021-09-09,32.9377,5.187576,0.6988,8.524,1.3347,9.8201
2021-09-09,32.9427,5.190071,0.8294,8.558,1.3736,10.6521
2021-09-09,32.9381,5.238939,1.0712,8.597,1.4583,10.9691
2021-09-09,32.9334,5.24962,1.0517,8.595,1.5254,12.1028
2021-09-09,32.9365,5.216959,0.8855,8.568,1.4789,11.0709
2021-09-09,32.9381,5.183888,0.7018,8.533,1.4094,11.9502
2021-09-10,32.9321,5.169517,0.6895,8.522,1.4217,11.8613
2021-09-10,32.9213,5.173677,0.7227,8.52,1.3644,11.3078
2021-09-10,32.9143,5.161145,0.6124,8.504,1.4094,11.6096
2021-09-10,32.9252,5.16931,0.6382,8.554,1.5605,14.5858
2021-09-10,32.9331,5.249224,1.1984,8.602,1.7619,18.4235
2021-09-10,32.9003,5.253633,1.1438,8.592,1.5964,16.0232
2021-09-10,32.9004,5.225645,0.9207,8.562,1.6559,12.1234
2021-09-10,32.8801,5.212589,0.7347,8.546,1.7917,13.8679
2021-09-11,32.887,5.183852,0.5439,8.508,1.8428,15.8787
2021-09-11,32.8849,5.172683,0.5196,8.498,1.8543,17.6414
2021-09-11,32.8964,5.15703,0.5702,8.493,1.7604,17.6903
2021-09-11,32.9045,5.145762,0.5911,8.509,1.5819,17.2665
2021-09-11,32.9212,5.177908,1.0272,8.554,1.6986,19.3062
2021-09-11,32.9093,5.197618,0.9723,8.588,1.72,18.5894
2021-09-11,32.9154,5.184903,0.9931,8.57,1.8474,18.8866
2021-09-11,32.9168,5.173746,0.7973,8.525,1.8855,19.8983
2021-09-12,32.896,5.16653,0.6727,8.51,1.6681,18.1553
2021-09-12,32.8832,5.175567,0.7567,8.52,1.5399,16.2349
2021-09-12,32.8694,5.175208,0.7638,8.515,1.443,11.6225
2021-09-12,32.8643,5.199581,0.9689,8.57,1.4003,11.9937
2021-09-12,32.8623,5.229644,1.1528,8.597,1.4056,12.3195
2021-09-12,32.8597,5.258593,1.2357,8.603,1.3721,12.4282
2021-09-12,32.8528,5.214803,1.0161,8.57,1.6292,6.1575
2021-09-12,32.8509,5.186379,0.7928,8.533,1.6116,6.7164
2021-09-13,32.8501,5.175435,0.769,8.524,1.5681,7.6212
2021-09-13,32.8492,5.174228,0.759,8.523,1.5239,7.765
2021-09-13,32.8459,5.175725,0.7795,8.52,1.5742,7.8532
2021-09-13,32.8435,5.184127,0.825,8.553,1.7184,9.4313
2021-09-13,32.8427,5.209521,1.2108,8.584,1.665,10.6276
2021-09-13,32.8396,5.215108,1.2686,8.597,1.6902,11.2609
2021-09-13,32.8435,5.206331,1.0716,8.572,1.7421,10.7577
2021-09-13,32.8418,5.189875,0.811,8.536,1.6948,11.8045
2021-09-14,32.841,5.177064,0.617,8.519,1.6032,12.5125
2021-09-14,32.846,5.171364,0.6503,8.516,1.6093,12.8928
2021-09-14,32.8485,5.169212,0.6441,8.511,1.5941,12.0727
2021-09-14,32.847,5.18649,0.8812,8.546,1.4163,12.5751
2021-09-14,32.8496,5.242517,1.2897,8.597,1.3827,8.3621
2021-09-14,32.8449,5.246049,1.2779,8.606,1.4468,9.5736
2021-09-14,32.8426,5.227654,1.1119,8.577,1.514,10.4453
2021-09-14,32.8406,5.200721,0.848,8.546,1.485,10.8798
2021-09-15,32.8435,5.186545,0.7468,8.53,1.3965,11.0755
2021-09-15,32.8337,5.175497,0.7343,8.519,1.3629,10.4209
2021-09-15,32.8441,5.1746,0.7254,8.519,1.3415,9.9292
2021-09-15,32.8354,5.202962,1.0304,8.567,1.3484,10.2855
2021-09-15,32.8258,5.230516,1.2023,8.589,1.2965,10.2889
2021-09-15,32.821,5.232139,1.2056,8.6,1.3606,10.644
2021-09-15,32.7967,5.200132,0.9687,8.565,1.4056,9.9639
2021-09-15,32.8046,5.18501,0.837,8.538,1.3583,10.3099
2021-09-16,32.8032,5.178982,0.8166,8.529,1.2805,9.9051
2021-09-16,32.7998,5.168535,0.8422,8.52,1.0455,8.3014
2021-09-16,32.8037,5.152853,0.7927,8.499,1.0753,8.5833
2021-09-16,32.8067,5.175821,1.0139,8.556,1.0654,9.7922
2021-09-16,32.8063,5.226794,1.2701,8.614,1.0654,8.6348
2021-09-16,32.813,5.257042,1.3308,8.627,1.1005,8.3724
2021-09-16,32.8082,5.207244,1.1604,8.604,1.2324,10.1268
2021-09-16,32.7979,5.168059,0.922,8.558,1.2736,11.576
2021-09-17,32.8184,5.152034,0.8084,8.539,1.2942,12.2523
2021-09-17,32.8048,5.130115,0.8758,8.517,1.3225,13.1263
2021-09-17,32.8016,5.112835,0.6809,8.501,1.3263,13.4551
2021-09-17,32.8161,5.091468,0.7336,8.503,1.1813,15.1157
2021-09-17,32.796,5.158585,1.2074,8.595,1.2439,13.3235
2021-09-17,32.7783,5.179568,1.3033,8.615,1.2591,12.4938
2021-09-17,32.782,5.170038,1.1808,8.612,1.3209,5.9767
2021-09-17,32.7937,5.140288,0.8401,8.566,1.3553,7.0654
2021-09-18,32.772,5.129853,0.8281,8.537,1.2767,6.856
2021-09-18,32.7663,5.116425,0.8171,8.516,1.2324,6.8907
2021-09-18,32.7701,5.109539,0.7969,8.506,1.2569,7.6876
2021-09-18,32.7633,5.131819,1.1107,8.559,1.1691,7.017
2021-09-18,32.7397,5.181749,1.3261,8.6,1.1356,7.1589
2021-09-18,32.6975,5.163684,1.2526,8.605,1.2614,7.3695
2021-09-18,32.7023,5.161837,1.1528,8.577,1.2248,8.1904
2021-09-18,32.7123,5.148911,0.9576,8.546,1.205,8.8301
2021-09-19,32.6634,5.133584,0.5391,8.548,1.1424,8.8927
2021-09-19,32.6645,5.126413,0.5316,8.541,1.1455,9.191
2021-09-19,32.6651,5.125347,0.2575,8.532,1.1165,9.3428
2021-09-19,32.6664,5.12908,0.3677,8.572,1.1378,9.5824
2021-09-19,32.6613,5.18279,0.8237,8.617,1.1348,8.8236
2021-09-19,32.6586,5.21518,0.9747,8.624,1.1493,8.9308
2021-09-19,32.6625,5.170925,0.7142,8.593,1.1607,9.5202
2021-09-19,32.6678,5.144029,0.3869,8.559,1.1363,8.5906
2021-09-20,32.6652,5.133921,0.4928,8.554,1.0593,8.6562
2021-09-20,32.6887,5.137258,1.0636,8.546,1.0684,9.2143
2021-09-20,32.6805,5.131686,0.9588,8.526,1.0753,9.2036
2021-09-20,32.678,5.136157,1.1679,8.562,1.1027,10.6112
2021-09-20,32.6628,5.155585,1.5142,8.611,1.0867,9.3901
2021-09-20,32.6552,5.178378,1.6039,8.628,1.047,9.6831
2021-09-20,32.6541,5.164055,1.4031,8.596,1.1226,10.1363
2021-09-20,32.6507,5.141509,1.1579,8.565,1.1211,10.4529
2021-09-21,32.6493,5.134581,1.1133,8.554,1.0738,10.6326
2021-09-21,32.6386,5.124776,1.0245,8.537,0.9936,10.1085
2021-09-21,32.6318,5.113133,0.9371,8.508,1.0516,10.4888
2021-09-21,32.6361,5.136864,1.1827,8.55,1.031,12.2565
2021-09-21,32.6294,5.166717,1.471,8.598,0.9921,10.7364
2021-09-21,32.6131,5.21216,1.5841,8.62,1.0234,10.2256
2021-09-21,32.6137,5.18933,1.5025,8.604,0.9997,9.521
2021-09-21,32.6074,5.152683,1.1442,8.562,0.9906,9.6125
2021-09-22,32.4557,5.121357,1.1921,8.551,0.9868,7.1276
2021-09-22,32.3337,5.088866,1.1376,8.54,1.0829,7.4931
2021-09-22,32.3794,5.08651,1.0941,8.531,1.0661,8.1126
2021-09-22,32.3917,5.085545,1.2604,8.537,0.986,8.6478
2021-09-22,32.3964,5.122317,1.6436,8.61,1.0272,8.6112
2021-09-22,32.4237,5.160382,1.6383,8.629,1.0493,8.8439
2021-09-22,32.3923,5.133811,1.2945,8.597,1.0944,8.6997
2021-09-22,32.4022,5.111995,0.9715,8.561,1.0341,6.6694
2021-09-23,32.367,5.096297,0.8331,8.551,1.0585,7.3508
2021-09-23,32.3657,5.091718,0.7947,8.541,1.0181,7.4473
2021-09-23,32.3751,5.084983,0.3839,8.523,1.0242,8.0203
2021-09-23,32.3489,5.093869,0.5118,8.576,1.1203,10.5288
2021-09-23,32.3915,5.165221,0.7949,8.629,1.1607,10.3389
2021-09-23,32.4029,5.180954,0.8152,8.625,1.6177,11.407
2021-09-23,32.4116,5.145186,0.6772,8.598,1.6177,10.6574
2021-09-23,32.408,5.119542,0.4142,8.56,1.6345,11.9937
2021-09-24,32.4127,5.111302,0.4225,8.543,1.3271,10.7581
2021-09-24,32.4161,5.103472,0.2879,8.537,1.0455,8.8111
2021-09-24,32.4182,5.088848,0.343,8.527,1.0554,8.7515
2021-09-24,32.4134,5.09867,0.4167,8.573,1.0516,10.6124
2021-09-24,32.4155,5.189222,1.0222,8.623,1.1088,11.6996
2021-09-24,32.4084,5.192732,0.9882,8.619,1.147,9.986
2021-09-24,32.4093,5.166842,0.8078,8.596,1.1462,10.4918
2021-09-24,32.4128,5.143107,0.4329,8.563,1.1706,11.6855
2021-09-25,32.3823,5.117247,0.5991,8.541,1.0936,11.307
2021-09-25,32.3941,5.105914,0.4469,8.521,1.0394,10.456
2021-09-25,32.3989,5.105557,0.472,8.521,1.0203,9.6999
2021-09-25,32.401,5.110601,0.5878,8.548,1.0974,11.6912
2021-09-25,32.3933,5.172657,1.0659,8.602,1.0417,12.1352
2021-09-25,32.2221,5.140659,1.029,8.615,1.06,11.1716
2021-09-25,32.3079,5.134958,0.9511,8.588,1.7551,6.2151
2021-09-25,32.3279,5.118743,0.6962,8.557,1.9389,7.8364
2021-09-26,32.3495,5.076875,0.5265,8.537,1.9626,9.3226
2021-09-26,32.3305,5.068978,0.4923,8.522,1.9084,9.9238
2021-09-26,30.9936,4.862903,0.1346,8.499,1.8268,10.065
2021-09-26,31.0074,4.859624,-0.2784,8.55,1.7108,11.0454
2021-09-26,31.0192,4.913812,-0.4476,8.579,2.048,13.6859
2021-09-26,31.038,5.016181,-0.6522,8.611,2.2624,15.7379
2021-09-26,31.0397,5.010027,-0.6503,8.602,1.9786,9.1468
2021-09-26,31.0481,4.991671,-0.6532,8.586,1.9565,10.8695
2021-09-27,31.0502,4.947913,-0.6612,8.543,1.9252,11.996
2021-09-27,31.0474,4.918181,-0.6616,8.519,1.8848,13.0073
2021-09-27,31.048,4.901223,-0.6678,8.497,1.8298,12.7078
2021-09-27,31.0521,4.903617,-0.6678,8.546,1.7726,14.6934
2021-09-27,31.0502,4.977272,-0.6546,8.613,1.945,15.8439
2021-09-27,31.0369,5.003324,0.1571,8.631,1.8787,14.0632
2021-09-27,31.0368,4.990705,0.196,8.617,1.8031,13.8984
2021-09-27,31.0376,4.94989,0.2669,8.567,1.7062,13.6398
2021-09-28,31.0409,4.920741,0.2146,8.538,1.5765,12.6788
2021-09-28,31.0357,4.90475,0.2988,8.54,1.4964,12.1848
2021-09-28,31.0382,4.899942,-0.0111,8.537,1.4735,12.194
2021-09-28,31.0373,4.922673,0.1629,8.588,1.4163,11.9659
2021-09-28,31.0357,4.973017,0.4763,8.637,1.5285,11.9929
2021-09-28,31.0383,4.990481,0.6462,8.644,1.4697,11.7183
2021-09-28,31.0453,4.962031,0.7294,8.616,1.3049,7.6411
2021-09-28,31.0453,4.915804,0.416,8.576,1.282,8.755
2021-09-29,31.0478,4.903334,0.3295,8.562,1.2561,9.1406
2021-09-29,31.0459,4.897791,0.2048,8.553,1.2286,9.5114
2021-09-29,31.0474,4.889705,-0.0211,8.545,1.2424,9.4702
2021-09-29,31.0491,4.906174,-0.4596,8.596,1.2508,10.8561
2021-09-29,31.0489,4.963468,0.1931,8.636,1.2454,11.5665
2021-09-29,31.0464,4.991732,0.1684,8.64,1.2897,11.9258
2021-09-29,31.0478,4.972861,-0.5367,8.601,1.2752,10.3808
2021-09-29,31.06,4.937079,-0.5838,8.564,1.2645,11.2529
2021-09-30,31.0635,4.919033,-0.6597,8.546,1.2363,11.0717
2021-09-30,31.0669,4.903746,-0.6624,8.533,1.2393,11.2235
2021-09-30,31.0663,4.890076,-0.668,8.525,1.2027,11.23
2021-09-30,31.0733,4.900684,-0.6621,8.565,1.1638,11.3063
2021-09-30,31.0672,4.974205,-0.6562,8.622,1.15,12.2974
2021-09-30,31.0727,5.007081,-0.6083,8.643,1.2721,12.2436
2021-09-30,31.0629,5.014432,-0.6455,8.63,1.192,10.4537
2021-09-30,31.0635,4.976872,-0.6533,8.606,1.5277,9.606
2021-10-01,31.0742,4.936416,-0.6659,8.554,1.4346,9.3646
2021-10-01,31.0711,4.913341,-0.6678,8.535,1.4186,9.5881
2021-10-01,31.0729,4.890527,-0.6729,8.511,1.4293,9.6469
2021-10-01,31.0823,4.88817,-0.6735,8.535,1.4178,11.8373
2021-10-01,31.064,4.957585,-0.6616,8.592,1.5094,13.3251
2021-10-01,31.0682,4.99509,-0.1387,8.636,1.5758,13.5269
2021-10-01,31.0679,5.011647,-0.2997,8.637,1.7558,14.6705
2021-10-01,31.0858,4.959409,-0.6615,8.601,1.6498,13.644
2021-10-02,31.0955,4.913092,-0.5152,8.575,1.5475,12.3328
2021-10-02,31.1122,4.869407,-0.2755,8.544,1.4934,11.2361
2021-10-02,31.1259,4.829545,-0.4939,8.516,1.4819,11.069
2021-10-02,31.1398,4.832361,-0.6058,8.549,1.4156,12.9619
2021-10-02,31.1255,4.948517,0.0812,8.608,1.4087,11.8693
2021-10-02,31.0987,5.019493,0.4148,8.63,1.5384,11.621
2021-10-02,31.1042,5.01888,-0.0423,8.625,1.4888,9.4218
2021-10-02,31.1088,4.997096,-0.0206,8.592,1.44,9.5137
2021-10-03,31.107,4.953433,0.1783,8.569,1.3919,8.9354
2021-10-03,31.0992,4.922769,0.0737,8.545,1.3591,9.2585
2021-10-03,31.1005,4.910021,-0.1141,8.52,1.4239,9.9974
2021-10-03,36.2243,5.629509,0.5823,8.554,1.4163,10.6509
2021-10-03,35.7403,5.577253,0.9562,8.599,1.3263,9.5027
2021-10-03,35.9237,5.660477,1.0306,8.641,1.4575,10.0219
2021-10-03,36.1023,5.698478,0.8263,8.632,1.6917,11.6202
2021-10-03,36.1614,5.668376,0.6298,8.58,1.6261,11.5161
2021-10-04,36.1095,5.641936,0.7381,8.556,1.3614,9.9402
2021-10-04,36.2108,5.628328,0.4554,8.524,1.2927,8.7641
2021-10-04,36.1994,5.613466,0.3168,8.505,1.3576,9.5134
2021-10-04,36.2095,5.623792,0.5288,8.519,1.3553,10.3583
2021-10-04,36.2381,5.707542,1.3999,8.605,1.3667,10.1519
2021-10-04,36.2479,5.731633,1.5439,8.625,1.3003,8.9991
2021-10-04,36.2563,5.666619,1.2624,8.602,1.3133,6.7259
2021-10-04,36.2661,5.634613,0.9972,8.581,1.3187,7.2947
2021-10-05,36.274,5.627156,1.6687,8.561,1.5124,7.3702
2021-10-05,36.2788,5.626834,1.6639,8.552,1.3766,7.297
2021-10-05,36.2922,5.619781,1.555,8.542,1.4018,7.2073
2021-10-05,36.3392,5.662703,2.4993,8.601,1.591,7.279
2021-10-05,36.3291,5.713096,2.9626,8.632,2.9201,7.8772
2021-10-05,36.3475,5.719761,2.8284,8.625,1.0699,6.2163
2021-10-05,36.3532,5.693973,2.678,8.612,1.4423,6.5817
2021-10-05,36.3543,5.673348,2.4207,8.591,1.1256,5.9801
2021-10-06,36.2258,5.641623,2.4363,8.585,1.0356,5.9862
2021-10-06,35.1902,5.493565,1.955,8.589,1.0181,5.8653
2021-10-06,35.141,5.481157,1.8039,8.579,0.999,6.0621
2021-10-06,35.1105,5.513115,1.9646,8.612,1.0493,6.9128
2021-10-06,35.0894,5.553062,2.0951,8.627,1.1485,7.0395
2021-10-06,35.0622,5.564549,2.0293,8.627,1.1767,6.8445
2021-10-06,35.04,5.526275,1.7794,8.606,1.134,6.127
2021-10-06,35.0454,5.504903,1.6317,8.584,1.0997,6.0312
2021-10-07,35.0467,5.4924,1.5547,8.584,1.0921,6.1011
2021-10-07,35.0446,5.483503,1.5089,8.57,1.047,6.2193
2021-10-07,35.0227,5.473643,1.4444,8.574,1.057,6.3917
2021-10-07,35.0295,5.504768,1.6401,8.617,1.1134,7.9043
2021-10-07,35.0125,5.540616,1.9239,8.626,1.2279,7.6468
2021-10-07,35.0246,5.568857,1.9272,8.625,1.2096,7.4129
2021-10-07,35.0173,5.530166,1.6215,8.607,1.1623,6.6286
2021-10-07,35.0163,5.510007,1.1542,8.576,1.1554,6.5653
2021-10-08,35.0003,5.48559,0.8948,8.574,1.0966,6.6073
2021-10-08,35.0109,5.478041,0.8043,8.572,1.1058,6.547
2021-10-08,35.0002,5.471268,0.5837,8.562,1.0959,6.692
2021-10-08,34.9932,5.500962,0.6299,8.603,1.0875,7.6811
2021-10-08,34.99,5.551132,0.7403,8.625,1.0577,7.7444
2021-10-08,34.9497,5.548144,0.9955,8.625,1.0821,7.2787
2021-10-08,34.9408,5.516423,0.7867,8.609,1.1005,6.1991
2021-10-08,34.9409,5.485447,0.5148,8.586,1.0043,5.8542
2021-10-09,36.334,5.660802,0.9245,8.574,0.9578,5.1493
2021-10-09,36.2519,5.644468,1.1252,8.567,0.9242,5.0058
2021-10-09,36.0724,5.612884,1.1139,8.558,0.9059,5.554
2021-10-09,36.0685,5.644213,1.431,8.596,0.8571,6.5012
2021-10-09,36.0661,5.715481,1.9817,8.638,1.1264,7.6888
2021-10-09,36.0652,5.719307,1.9334,8.644,0.8792,6.2834
2021-10-09,36.0625,5.677299,1.5106,8.623,0.9151,5.924
2021-10-09,36.0587,5.651638,0.5289,8.579,0.9746,6.061
2021-10-10,36.0572,5.652441,0.3139,8.554,0.9555,6.4036
2021-10-10,36.3601,5.682967,0.3326,8.551,1.0898,6.4589
2021-10-10,36.3513,5.672257,-0.0977,8.536,0.8365,6.7133
2021-10-10,36.3519,5.687775,0.3456,8.567,0.8166,7.6189
2021-10-10,36.3474,5.767271,0.703,8.621,0.8441,7.8116
2021-10-10,36.3364,5.762195,0.789,8.617,0.9257,5.9466
2021-10-10,36.3264,5.743425,0.6092,8.6,1.0066,6.2586
2021-10-10,36.3198,5.714133,0.4962,8.568,1.0135,6.5981
2021-10-11,36.3159,5.700116,0.5437,8.554,1.0036,7.1482
2021-10-11,36.3036,5.683778,0.804,8.552,0.9585,7.1669
2021-10-11,36.2918,5.677002,0.73,8.553,0.896,7.5362
2021-10-11,36.3128,5.706939,1.0384,8.585,0.8227,7.062
2021-10-11,36.3026,5.772934,1.4104,8.627,0.8327,7.2298
2021-10-11,36.2512,5.734965,1.3392,8.62,1.1752,6.1918
2021-10-11,36.2888,5.762982,1.6343,8.623,1.2935,5.2858
2021-10-11,36.2938,5.734764,1.0313,8.592,1.3873,7.0639
2021-10-12,36.2958,5.697353,1.0254,8.551,1.3591,7.7074
2021-10-12,36.3008,5.683462,0.7431,8.526,1.3812,8.1912
2021-10-12,36.2944,5.646253,0.578,8.497,1.4209,9.2715
2021-10-12,36.2648,5.640922,0.5196,8.522,1.3377,9.6587
2021-10-12,36.2912,5.673857,0.5536,8.539,1.5475,12.2104
2021-10-12,36.2953,5.741288,1.5918,8.581,1.6048,14.4718
2021-10-12,36.2906,5.792796,1.8207,8.625,1.5971,11.5035
2021-10-12,36.2107,5.736876,1.1386,8.599,1.5819,11.9468
2021-10-13,36.2021,5.69256,0.9378,8.569,1.4369,9.0762
2021-10-13,36.1881,5.665599,0.5991,8.526,1.4194,9.7594
2021-10-13,36.2054,5.649096,0.3031,8.492,1.4918,10.6311
2021-10-13,36.2413,5.639296,0.565,8.516,1.4148,11.1533
2021-10-13,36.2549,5.685351,1.2149,8.541,1.1958,5.0913
2021-10-13,36.4222,5.748919,4.9676,7.879,0.2432,0.7969
2021-10-13,36.3756,5.753338,5.2544,7.855,0.2973,0.7241
2021-10-13,36.3604,5.742132,4.9538,7.828,0.2821,0.6417
2021-10-14,36.3522,5.714959,4.0653,7.76,0.2348,0.7205
2021-10-14,36.3592,5.699256,3.5704,7.474,0.2325,0.6335
2021-10-14,36.3598,5.687483,3.1387,7.464,0.2989,0.6491
2021-10-14,36.3692,5.681859,3.1675,7.612,0.1959,0.7841
2021-10-14,36.3697,5.750767,3.9611,7.695,0.1974,0.7676
2021-10-14,36.3674,5.825477,5.091,7.736,0.2317,0.7612
2021-10-14,36.3711,5.83136,5.0747,7.741,0.4331,0.7008
2021-10-14,36.3786,5.846131,5.2651,7.805,0.3553,0.6871
2021-10-15,36.379,5.806842,4.404,7.764,0.2851,0.6422
2021-10-15,36.3859,5.751278,3.634,7.71,0.2333,0.6056
2021-10-15,36.3957,5.724266,3.2103,7.668,0.2409,0.6642
2021-10-15,36.3973,5.712269,3.2158,7.679,0.1989,0.6495
2021-10-15,36.3906,5.793163,4.4071,7.717,0.1974,0.8871
2021-10-15,36.3906,5.854916,5.4291,7.784,0.292,0.7388
2021-10-15,36.3942,5.87412,5.5056,7.718,0.4194,0.8825
2021-10-15,36.3973,5.843716,4.7339,7.411,0.3698,0.6513
2021-10-16,36.3969,5.773533,3.9237,7.437,0.2966,0.7539
2021-10-16,36.3788,5.724446,3.7158,7.444,0.2256,0.5955
2021-10-16,36.3866,5.694016,3.3762,7.445,0.1936,0.6513
2021-10-16,36.3866,5.729924,4.2372,7.526,0.2249,0.736
2021-10-16,36.383,5.819696,5.2838,7.646,0.1531,0.7676
2021-10-16,36.394,5.851538,5.159,7.698,0.1821,1.4007
2021-10-16,36.3944,5.796451,4.6777,7.647,0.1615,0.8157
2021-10-16,36.3844,5.743906,4.1162,7.602,0.2004,0.6747
2021-10-17,36.3318,5.712575,3.9746,7.623,0.2111,1.2808
2021-10-17,36.3381,5.709075,4.0787,7.61,0.1913,0.8088
2021-10-17,36.3415,5.70097,3.9224,7.614,0.1852,0.6568
2021-10-17,36.3485,5.705,4.2543,7.611,0.1966,0.7608
2021-10-17,36.3632,5.734615,4.7957,7.672,1.5554,29.311
2021-10-17,36.3414,5.735545,4.8728,7.75,0.9291,29.3128
2021-10-17,36.3668,5.730899,4.861,7.775,0.1867,0.6477
2021-10-17,36.3775,5.705749,4.2133,7.737,0.173,0.5836
2021-10-18,36.3789,5.69088,3.9509,7.718,0.2447,0.6999
2021-10-18,36.3809,5.680633,3.8107,7.714,0.1974,0.7965
2021-10-18,36.3852,5.668832,3.6192,7.787,0.173,0.601
2021-10-18,36.3896,5.658184,3.7746,7.84,0.2081,0.6147
2021-10-18,36.3716,5.735891,5.0095,7.975,0.1936,0.7168
2021-10-18,36.3817,5.773555,5.3558,7.982,0.1829,0.6152
2021-10-18,36.3854,5.771809,5.3149,7.952,0.2081,0.6088
2021-10-18,36.4012,5.7471,4.7525,7.929,0.218,0.6317
2021-10-19,36.4259,5.694339,3.8878,7.872,0.1943,0.6065
2021-10-19,36.417,5.662179,3.5839,7.831,0.2073,0.644
2021-10-19,36.4273,5.644108,3.574,7.797,0.2592,0.5923
2021-10-19,36.4595,5.623368,3.5965,7.896,0.2333,0.6523
2021-10-19,36.4449,5.698674,4.9501,8.002,0.2348,0.7209
2021-10-19,36.4166,5.765795,5.6169,7.987,0.2455,0.6788
2021-10-19,36.3928,5.738453,4.9088,7.938,0.2348,0.644
2021-10-19,36.4137,5.723884,4.3961,7.903,0.2348,0.5992
2021-10-20,36.4232,5.679916,3.9184,7.857,0.2477,0.6518
2021-10-20,36.4224,5.652857,3.896,7.853,0.2073,0.6413
2021-10-20,36.4283,5.641156,3.7465,7.74,0.2264,0.6752
2021-10-20,36.4351,5.629249,3.8193,7.806,0.2317,0.7548
2021-10-20,36.4125,5.710553,5.0405,7.75,0.2348,0.839
2021-10-20,36.3992,5.695933,4.4225,7.682,0.2699,0.8358
2021-10-20,36.2389,5.663489,4.0691,7.664,0.2447,0.6829
2021-10-20,36.3059,5.668031,3.9501,7.718,0.2607,0.5717
2021-10-21,36.2957,5.653391,3.714,7.282,0.2302,0.6326
2021-10-21,36.3461,5.659437,3.9033,7.821,0.469,0.9036
2021-10-21,36.3475,5.643293,3.7762,7.66,0.1936,0.6015
2021-10-21,36.3564,5.643018,3.9982,7.74,0.1974,0.7315
2021-10-21,36.3569,5.750646,5.1628,8.005,0.2203,0.7237
2021-10-21,36.3688,5.778059,5.1973,8.086,0.1982,0.6367
2021-10-21,36.3728,5.78233,5.112,8.039,0.1936,0.6504
2021-10-21,36.3741,5.731162,4.3042,7.992,0.234,0.839
2021-10-22,36.3548,5.707097,3.8652,7.956,0.2188,0.5671
2021-10-22,36.3706,5.698672,3.7812,7.944,0.2195,0.634
2021-10-22,36.3605,5.690723,3.7467,7.939,0.2073,0.5918
2021-10-22,36.3523,5.713767,4.1025,7.951,0.2073,0.6143
2021-10-22,35.9341,5.679882,4.7087,8.0,0.2233,0.7196
2021-10-22,35.872,5.648599,4.3263,7.986,0.2249,0.8024
2021-10-22,35.2878,5.523589,4.2163,7.975,0.2348,1.0418
2021-10-22,35.5062,5.547956,3.8894,7.945,0.1837,0.7754
2021-10-23,35.5677,5.56016,3.7873,7.93,0.2073,0.7402
2021-10-23,35.9311,5.623251,3.893,7.94,0.1692,0.6935
2021-10-23,36.0039,5.625144,3.7214,7.92,0.1982,0.6825
2021-10-23,36.0976,5.661492,4.3085,7.978,0.1806,0.8399
2021-10-23,36.0547,5.694195,5.109,8.052,1.7927,29.3137
2021-10-23,36.1566,5.734572,5.0743,8.062,1.8217,29.316
2021-10-23,36.2061,5.71623,4.6224,8.015,1.4555,29.3147
